age,balance,campaign,pdays,last_contact,poutcome_success
35,3623,1,-1,19,0
58,5278,4,-1,167,0
39,2303,3,-1,154,0
33,14,1,-1,190,0
30,265,1,93,-7,1
62,557,1,-1,96,0
52,-194,1,-1,184,0
30,-99,5,-1,187,0
33,22867,2,92,8,0
74,161,1,-1,230,0
57,1460,2,-1,189,0
43,181,1,343,195,0
40,6695,1,-1,172,0
46,1264,2,-1,294,0
56,72,1,357,195,0
50,2050,3,-1,104,0
31,302,8,-1,118,0
31,1738,3,-1,286,0
43,0,1,-1,133,0
33,191,2,-1,282,0
36,656,1,-1,181,0
42,388,3,-1,124,0
59,2194,9,-1,110,0
35,20,2,-1,103,0
49,12,2,-1,141,0
31,-575,9,-1,169,0
34,318,2,-1,197,0
33,307,2,-1,197,0
30,350,5,-1,132,0
34,79,3,-1,113,0
49,177,1,-1,133,0
52,279,1,203,289,0
59,7469,1,-1,34,0
43,-213,2,-1,134,0
50,1290,14,-1,172,0
35,343,2,-1,293,0
52,28,3,-1,-3,0
29,266,1,-1,184,0
30,2303,5,-1,285,0
29,6,1,-1,177,0
46,1533,4,-1,96,0
33,433,4,-1,89,0
46,766,1,-1,125,0
43,59,2,-1,113,0
46,5559,1,-1,154,0
34,3798,1,-1,179,0
36,98,1,344,190,0
58,7560,2,-1,98,0
46,1465,2,-1,188,0
35,1383,2,-1,175,0
25,702,2,-1,218,0
50,15442,1,-1,166,0
28,6,1,-1,193,0
32,-31,6,-1,111,0
39,867,1,-1,195,0
48,74,1,-1,196,0
37,2089,1,-1,119,0
30,675,1,-1,181,0
53,1815,1,-1,184,0
42,29,11,-1,82,0
42,4253,1,-1,189,0
41,8,1,-1,286,0
31,-27,2,-1,137,0
32,333,2,-1,194,0
40,952,2,333,187,0
60,47,1,-1,160,0
47,0,4,-1,90,0
58,553,3,-1,124,0
36,490,1,-1,180,0
33,303,1,-1,194,0
46,0,1,-1,151,0
41,231,2,-1,103,0
35,109,2,-1,195,0
34,440,2,345,196,0
58,911,4,-1,83,0
28,26765,8,-1,189,0
33,3470,2,-1,99,0
31,-35,2,-1,-2,0
35,523,1,-1,186,0
40,-117,2,-1,124,0
29,900,1,-1,188,0
58,797,2,-1,165,0
33,4402,2,-1,-3,0
54,230,1,100,-3,0
31,582,2,-1,126,0
32,1969,8,-1,92,0
54,3473,2,-1,98,0
79,3025,3,126,-23,0
38,1559,2,280,260,0
32,4,2,-1,193,0
43,232,1,-1,187,0
33,4443,6,-1,118,0
58,5445,1,-1,218,0
51,325,2,-1,196,0
44,887,2,363,190,0
32,290,6,-1,197,0
35,230,1,-1,82,0
59,5583,1,-1,202,0
35,1801,1,-1,-2,0
44,1025,1,-1,153,0
51,370,1,-1,193,0
39,1506,2,-1,191,0
26,0,4,-1,118,0
35,-437,5,-1,168,0
46,2703,6,-1,99,0
57,-1,2,-1,188,0
53,4,6,-1,151,0
56,111,1,186,30,0
31,413,2,-1,188,0
37,1893,2,-1,120,0
39,-276,4,-1,99,0
29,0,1,514,140,0
32,889,2,85,168,0
36,795,2,-1,133,0
54,2762,7,-1,88,0
55,169,2,-1,105,0
44,483,1,-1,116,0
42,4900,1,284,191,0
30,419,2,-1,76,0
35,356,2,-1,182,0
34,-93,1,-1,182,0
47,2322,1,-1,88,0
51,462,2,-1,81,0
30,0,4,-1,83,0
26,-36,2,-1,168,0
58,0,1,-1,126,0
43,2315,1,-1,188,0
54,630,2,-1,215,0
30,39,3,-1,113,0
52,1595,1,-1,285,0
47,311,3,378,9,0
36,1594,5,-1,110,0
32,3271,1,100,98,1
20,8860,2,-1,225,0
37,0,4,-1,196,0
54,1660,3,-1,-2,0
30,835,1,-1,106,0
47,1649,2,-1,197,0
30,13,1,-1,294,0
21,325,1,-1,186,0
37,393,4,350,194,0
52,-2712,1,-1,230,0
35,1511,4,-1,98,0
30,115,2,-1,98,0
30,609,1,-1,196,0
27,11862,5,101,177,1
58,-37,2,205,285,0
76,4984,3,48,156,1
43,173,8,-1,132,0
29,113,2,185,94,1
41,79,1,390,9,1
40,109,1,-1,287,0
33,1699,1,83,294,1
27,6791,2,69,105,0
50,315,2,185,129,0
36,203,1,88,297,1
62,0,1,64,167,0
35,1085,6,97,287,0
48,296,4,-1,155,0
60,0,8,-1,126,0
28,321,6,-1,286,0
45,844,3,-1,166,0
32,-55,1,-1,217,0
59,2768,5,-1,102,0
44,1239,4,-1,151,0
47,1028,1,-1,1,0
30,3330,6,-1,103,0
57,3367,1,-1,-3,0
38,1027,5,-1,187,0
18,108,1,-1,100,0
40,1558,15,-1,151,0
53,1672,1,-1,118,0
41,8902,3,249,212,0
37,2260,3,-1,172,0
32,6337,2,-1,-1,0
41,257,2,-1,197,0
30,8,17,-1,91,0
53,180,2,-1,91,0
32,91,2,-1,188,0
33,1883,5,256,288,0
48,2392,5,-1,123,0
30,95,2,298,187,0
56,813,1,-1,127,0
37,0,2,-1,127,0
63,2734,5,-1,225,0
32,935,1,91,9,1
37,7620,3,98,79,0
40,418,2,-1,289,0
35,1041,1,120,0,0
60,1690,4,-1,151,0
58,26831,18,-1,280,0
34,800,2,-1,194,0
31,1570,4,286,255,0
53,9252,1,-1,-2,0
41,124,2,-1,186,0
25,7103,1,-1,184,0
35,51,2,-1,188,0
32,-233,2,-1,174,0
30,350,2,-1,293,0
35,0,2,-1,289,0
26,986,3,-1,166,0
52,255,3,-1,131,0
43,902,1,328,225,0
37,66,1,-1,-2,0
35,980,2,-1,20,0
25,37,2,-1,194,0
52,101,4,-1,169,0
51,670,1,-1,195,0
38,476,4,-1,174,0
27,73,1,-1,286,0
34,757,4,-1,92,0
33,7,1,-1,196,0
57,5368,1,-1,-3,0
54,212,4,-1,98,0
28,17,2,-1,130,0
41,15787,3,-1,168,0
49,2497,1,-1,173,0
30,533,2,99,99,1
38,0,1,-1,182,0
45,805,3,-1,187,0
49,937,1,-1,159,0
48,2369,2,-1,160,0
51,311,2,-1,96,0
45,760,2,-1,103,0
37,88,2,-1,196,0
53,13,3,-1,197,0
31,12569,1,295,70,0
34,8038,3,152,212,0
25,469,1,86,89,0
33,7419,8,331,187,0
38,1187,1,-1,289,0
33,329,1,145,73,0
59,178,2,-1,130,0
58,226,3,-1,192,0
47,-245,5,-1,175,0
21,232,2,-1,181,0
31,83,1,-1,293,0
39,248,1,-1,215,0
42,8131,4,175,-3,0
25,541,1,344,187,0
40,4,3,-1,83,0
71,3230,2,133,178,0
51,482,1,-1,188,0
32,31,1,-1,133,0
29,8947,2,-1,198,0
38,0,1,-1,170,0
23,175,1,-1,176,0
23,9216,2,-1,166,0
35,746,1,-1,295,0
38,0,3,-1,83,0
36,590,2,-1,193,0
59,-411,1,-1,293,0
30,1681,1,106,240,1
28,139,1,-1,224,0
28,-457,9,-1,187,0
33,571,2,-1,102,0
30,1239,5,-1,82,0
33,151,3,236,212,0
44,6945,3,-1,96,0
40,143,6,-1,97,0
40,732,1,139,70,1
32,-311,2,-1,0,0
53,218,6,344,190,0
54,95,1,-1,116,0
30,601,1,-1,264,0
40,5666,4,-1,159,0
50,1838,8,-1,97,0
34,105,2,-1,174,0
70,0,1,-1,70,0
35,2298,4,-1,110,0
29,102,1,210,311,0
37,190,2,-1,193,0
74,291,1,-1,98,0
29,97,4,-1,184,0
28,1417,1,-1,174,0
49,8422,3,-1,-2,0
34,127,6,-1,83,0
43,24,2,-1,110,0
36,0,11,-1,83,0
35,35,1,-1,188,0
28,-197,2,-1,193,0
44,70,1,-1,189,0
48,24,1,-1,188,0
41,-618,1,-1,130,0
33,935,2,92,282,1
31,10287,1,-1,-2,0
32,562,3,-1,172,0
60,366,1,-1,168,0
40,201,2,-1,282,0
47,999,1,94,2,0
27,128,1,-1,224,0
48,0,1,-1,153,0
58,3237,1,-1,18,0
28,1372,4,298,187,0
39,917,2,258,286,0
35,1902,5,-1,-1,0
30,0,1,-1,137,0
25,157,31,-1,113,0
44,598,5,-1,110,0
49,-74,1,-1,-1,0
50,705,1,-1,166,0
28,568,6,252,287,0
33,285,1,329,231,0
45,193,2,-1,112,0
48,0,4,-1,155,0
31,877,1,92,70,1
46,2427,1,-1,118,0
30,398,2,-1,208,0
60,7336,1,-1,232,0
36,866,1,173,191,0
28,83,1,-1,187,0
40,384,2,-1,174,0
52,2309,2,-1,-3,0
84,2619,2,115,283,0
54,1319,2,-1,118,0
33,17455,3,179,0,0
33,21,3,-1,196,0
45,14,9,353,184,0
31,1109,1,167,286,0
67,4066,6,-1,230,0
28,858,1,-1,181,0
29,0,4,-1,186,0
55,0,2,-1,105,0
59,1320,1,-1,162,0
29,291,2,-1,212,0
41,598,1,-1,215,0
52,-12,5,-1,113,0
47,12531,3,-1,172,0
52,3923,3,-1,188,0
49,99,2,343,196,0
36,2894,1,-1,124,0
26,1100,1,-1,120,0
40,738,2,258,230,0
34,-199,1,-1,133,0
38,54,1,-1,194,0
43,0,17,-1,155,0
56,55,2,-1,116,0
57,1920,2,-1,183,0
40,1155,1,138,0,0
31,825,2,-1,181,0
26,1177,1,-1,30,0
42,684,1,186,-19,1
26,502,1,-1,195,0
50,4882,2,-1,155,0
45,9680,4,-1,103,0
37,655,3,-1,174,0
31,4,4,-1,182,0
47,89,1,-1,166,0
53,-187,2,-1,110,0
37,0,7,-1,-3,0
29,1431,4,-1,153,0
31,324,4,-1,120,0
34,889,1,-1,117,0
32,1143,1,-1,131,0
36,656,4,-1,113,0
36,369,2,-1,102,0
40,236,2,-1,182,0
38,619,4,-1,165,0
40,1089,5,-1,189,0
31,216,1,-1,181,0
47,4819,1,-1,0,0
34,336,4,-1,181,0
47,1808,1,-1,124,0
52,1182,1,-1,0,0
54,0,1,-1,138,0
53,759,5,-1,116,0
37,596,1,345,189,0
25,914,2,-1,190,0
43,78,1,-1,187,0
54,0,4,341,190,0
34,1076,1,182,190,1
53,1788,2,-1,173,0
34,1569,2,-1,99,0
38,-199,3,-1,184,0
43,601,2,-1,216,0
34,69,1,-1,134,0
39,0,2,-1,81,0
46,1427,3,-1,188,0
31,-36,1,-1,137,0
32,142,1,-1,190,0
60,-41,1,262,285,0
32,12,1,-1,124,0
34,3119,4,-1,181,0
36,56,1,-1,132,0
30,-71,2,-1,196,0
41,41,2,364,194,0
57,1640,4,-1,196,0
32,111,2,-1,194,0
55,-152,3,-1,195,0
32,599,1,-1,-1,0
41,-89,4,251,288,0
35,843,2,-1,175,0
57,63,17,-1,116,0
33,-89,4,-1,106,0
35,1144,13,-1,90,0
34,171,1,294,195,0
48,7,1,-1,287,0
40,9047,1,95,-3,0
30,71,2,-1,116,0
51,0,1,-1,292,0
39,968,6,-1,88,0
25,407,1,-1,168,0
46,2653,4,-1,92,0
44,564,2,-1,189,0
37,554,3,-1,111,0
51,0,2,-1,20,0
55,2014,2,-1,154,0
37,904,1,-1,190,0
31,5691,2,123,-3,0
31,735,3,322,225,0
37,155,1,-1,176,0
37,5380,6,-1,85,0
21,39,2,-1,135,0
28,1628,2,-1,116,0
42,608,2,-1,194,0
31,1654,1,-1,184,0
52,1400,4,-1,111,0
31,699,4,277,187,0
18,348,4,-1,197,0
37,2390,2,335,212,0
31,4328,4,165,37,1
36,-2,1,-1,169,0
35,339,1,-1,179,0
28,-95,1,-1,189,0
35,4135,4,-1,190,0
34,601,3,-1,1,0
59,-91,1,-1,146,0
44,1139,2,-1,133,0
25,480,1,-1,71,0
36,-182,6,304,194,0
38,406,5,-1,116,0
49,3635,2,-1,105,0
59,3969,3,-1,0,0
46,846,2,-1,194,0
39,4441,2,-1,181,0
30,4448,8,-1,280,0
34,-85,4,-1,194,0
33,0,5,-1,90,0
46,110,5,-1,90,0
31,360,1,241,293,0
56,2552,2,-1,187,0
31,-310,3,-1,174,0
41,-940,2,-1,196,0
29,339,3,-1,137,0
52,5601,1,-1,106,0
27,59,6,-1,113,0
56,109,4,-1,126,0
51,19,4,-1,102,0
39,971,3,-1,140,0
51,173,2,-1,90,0
29,0,2,-1,294,0
33,6325,2,-1,97,0
51,26,3,-1,82,0
38,53,1,-1,162,0
31,1098,2,-1,179,0
53,2818,7,-1,125,0
32,-2,3,168,196,0
30,704,10,-1,116,0
25,0,2,-1,194,0
39,-999,1,-1,175,0
59,1930,1,-1,160,0
27,15,1,-1,120,0
57,191,4,-1,96,0
65,2756,2,-1,56,0
34,79,1,92,105,1
38,554,1,101,-3,0
37,472,3,-1,173,0
44,193,2,-1,133,0
33,498,2,104,98,1
32,254,3,-1,-1,0
26,507,1,-1,202,0
49,3478,4,-1,84,0
48,341,4,-1,286,0
31,-357,2,-1,130,0
35,364,1,-1,202,0
33,1805,4,-1,89,0
28,-803,9,-1,160,0
26,2770,1,-1,194,0
32,146,2,-1,91,0
38,3057,1,-1,160,0
56,2395,2,-1,98,0
26,657,2,-1,246,0
33,392,4,-1,126,0
81,0,1,-1,308,0
45,766,15,-1,116,0
44,851,2,-1,130,0
29,787,2,-1,117,0
32,128,3,-1,113,0
39,0,2,-1,127,0
27,0,1,359,189,0
31,84,3,-1,119,0
34,3679,1,-1,98,0
36,0,2,-1,188,0
38,322,1,-1,176,0
43,140,1,-1,132,0
60,252,2,147,219,0
59,3096,17,-1,84,0
32,131,2,-1,181,0
62,115,3,-1,203,0
32,3228,3,-1,-1,0
42,1385,19,-1,85,0
41,4910,1,-1,229,0
30,802,1,-1,97,0
37,1130,1,-1,265,0
30,0,3,-1,92,0
31,948,2,-1,194,0
49,3767,13,-1,179,0
51,-379,1,-1,105,0
60,3735,1,188,-34,1
38,1448,1,-1,-2,0
38,18,5,-1,154,0
55,1436,2,-1,287,0
51,2195,1,-1,189,0
32,473,1,95,100,1
31,252,3,-1,196,0
38,995,1,-1,115,0
27,152,3,-1,111,0
35,714,2,224,225,0
40,0,2,-1,238,0
36,507,1,300,184,1
35,820,4,-1,194,0
26,5795,2,-1,188,0
37,884,2,-1,110,0
32,336,1,-1,194,0
42,25,1,-1,89,0
28,865,1,-1,63,0
32,745,20,-1,110,0
47,300,3,-1,189,0
50,592,4,-1,102,0
27,317,1,-1,187,0
43,182,1,-1,294,0
44,647,2,-1,226,0
59,1491,2,-1,162,0
50,1824,8,-1,97,0
44,0,1,-1,165,0
40,1872,1,-1,-3,0
35,7951,1,-1,165,0
42,0,1,-1,1,0
47,554,1,-1,167,0
57,4378,3,-1,183,0
66,1004,1,182,204,1
31,2085,2,93,-3,0
43,130,3,256,282,0
28,3290,2,-1,166,0
43,-635,9,-1,182,0
27,3,1,-1,294,0
55,1431,1,-1,294,0
58,139,1,-1,160,0
48,0,1,89,148,0
28,440,2,-1,286,0
46,147,2,169,196,0
53,32,2,-1,88,0
37,3051,4,-1,-2,0
42,3780,3,-1,-1,0
58,8600,1,-1,0,0
43,56,3,-1,194,0
37,277,6,-1,168,0
34,291,2,-1,103,0
48,4746,11,-1,181,0
60,3563,2,-1,97,0
31,367,3,-1,102,0
55,1691,2,174,189,0
58,627,4,-1,97,0
55,1613,1,270,229,0
51,0,2,-1,197,0
46,1085,2,353,187,0
32,342,3,-1,112,0
29,8,1,-1,195,0
34,582,3,-1,-2,0
39,1385,1,-1,132,0
34,0,1,-1,191,0
44,1,2,-1,189,0
42,0,6,-1,-3,0
49,272,18,-1,85,0
32,98,2,-1,293,0
31,1062,1,-1,0,0
42,243,5,-1,188,0
37,-356,1,-1,193,0
34,-211,8,-1,167,0
48,3754,3,-1,196,0
26,33,1,-1,133,0
31,1402,2,-1,-3,0
39,55,4,-1,110,0
46,0,1,199,-29,0
35,-639,1,-1,189,0
59,283,4,-1,85,0
39,-491,1,-1,166,0
50,2603,1,-1,0,0
40,300,2,-1,215,0
27,47,4,-1,153,0
36,1127,3,-1,215,0
31,8,2,170,194,0
35,2960,2,-1,172,0
42,3,1,-1,190,0
51,260,2,-1,132,0
44,532,2,-1,186,0
34,0,2,-1,120,0
37,135,3,-1,190,0
47,2269,1,279,184,0
34,4,2,-1,195,0
36,247,1,-1,215,0
45,615,1,-1,187,0
33,259,6,-1,224,0
28,-353,3,-1,190,0
37,103,3,-1,205,0
44,1,3,-1,139,0
36,7957,2,-1,110,0
40,68,19,-1,172,0
47,769,2,-1,97,0
31,475,1,-1,134,0
70,2815,2,182,206,0
28,213,1,-1,183,0
58,258,1,-1,162,0
33,658,2,183,37,0
42,744,1,-1,196,0
52,894,2,-1,288,0
50,325,1,-1,215,0
35,3443,4,-1,111,0
41,365,5,-1,102,0
37,0,2,-1,196,0
60,473,1,-1,131,0
35,109,3,-1,196,0
38,714,3,-1,173,0
41,67,1,-1,-1,0
31,278,3,-1,174,0
31,33,2,-1,91,0
41,81,1,-1,191,0
35,244,1,-1,190,0
32,200,1,29,78,0
57,84,1,-1,187,0
30,1243,1,-1,179,0
41,3013,1,-1,1,0
59,135,1,-1,1,0
36,97,17,-1,82,0
30,147,1,-1,170,0
23,93,3,-1,184,0
47,503,2,-1,196,0
30,1,2,-1,0,0
25,-143,1,-1,175,0
75,1093,1,-1,210,0
37,63,1,-1,286,0
41,1461,1,165,0,1
41,1321,2,-1,126,0
55,923,4,-1,110,0
41,455,1,-1,188,0
43,0,1,-1,1,0
20,1191,2,228,51,0
44,-1636,1,-1,191,0
32,181,1,-1,196,0
43,474,1,-1,293,0
33,5083,1,-1,220,0
56,61,1,-1,133,0
41,355,1,28,191,0
37,0,4,-1,111,0
29,468,1,-1,179,0
29,950,3,-1,167,0
49,1093,1,246,64,1
27,691,12,-1,285,0
58,76,2,-1,197,0
32,0,4,-1,286,0
42,-700,1,-1,188,0
47,178,6,-1,286,0
31,1301,15,-1,186,0
56,216,1,-1,152,0
47,414,1,-1,153,0
50,579,4,-1,84,0
37,465,1,-1,196,0
43,1188,2,139,36,0
39,3825,6,-1,85,0
49,1791,1,-1,54,0
31,430,4,-1,286,0
37,1148,1,-1,190,0
28,24,2,-1,123,0
31,1186,1,-1,179,0
60,5990,3,-1,196,0
51,884,1,-1,152,0
33,3495,2,-1,-3,0
36,-59,1,-1,174,0
28,-214,2,262,293,0
30,-522,1,-1,189,0
32,3695,1,353,187,0
30,365,3,-1,189,0
33,607,2,-1,264,0
31,454,1,-1,167,0
45,4831,11,-1,293,0
39,1415,1,-1,154,0
44,295,8,-1,190,0
47,32,2,-1,105,0
38,0,1,-1,166,0
45,-1400,4,-1,186,0
58,-382,12,-1,110,0
35,322,4,-1,151,0
30,720,4,210,307,0
38,5830,3,-1,154,0
57,158,1,-1,131,0
30,239,2,95,-3,0
35,122,4,-1,134,0
31,0,1,223,294,0
41,923,2,-1,188,0
34,50,1,258,289,0
52,659,4,-1,118,0
57,5935,1,-1,197,0
31,6737,7,-1,189,0
30,5,1,203,-35,1
35,-1041,4,-1,92,0
32,1076,1,-1,183,0
32,210,1,-1,-1,0
56,99,2,-1,196,0
52,12,1,170,196,0
34,651,4,-1,90,0
43,1149,2,-1,112,0
59,1228,3,-1,125,0
52,33,1,331,189,1
39,0,1,7,195,0
40,4,3,-1,111,0
24,486,2,270,265,0
28,5474,4,191,287,1
54,4582,1,-1,187,0
58,0,1,188,0,0
80,1610,1,-1,98,0
38,5873,2,-1,194,0
33,4570,2,-1,88,0
37,-349,5,-1,175,0
31,3338,2,185,147,1
45,191,2,-1,165,0
29,844,2,-1,175,0
35,537,4,-1,-3,0
40,271,2,-1,173,0
28,423,1,-1,118,0
36,688,1,120,169,0
48,-535,2,187,289,0
27,-401,3,214,288,0
65,3629,1,-1,205,0
37,715,2,-1,182,0
56,122,1,-1,132,0
34,-123,3,-1,127,0
52,370,1,197,294,0
41,3237,3,363,188,0
54,-41,1,-1,197,0
50,541,1,-1,0,0
35,-465,1,351,190,0
46,678,3,-1,103,0
49,6574,3,-1,163,0
51,-113,4,-1,119,0
51,1202,1,-1,0,0
46,1483,3,-1,188,0
33,185,1,-1,189,0
57,4365,1,-1,99,0
51,1612,1,182,247,0
44,1317,6,-1,110,0
46,0,1,-1,0,0
29,67,1,187,268,1
57,919,2,-1,183,0
29,47,1,-1,187,0
33,0,17,-1,82,0
29,993,1,-1,188,0
44,20179,1,-1,-3,0
29,199,4,-1,195,0
25,18,1,-1,123,0
43,460,1,-1,134,0
42,171,1,-1,188,0
51,1337,6,-1,111,0
32,607,5,-1,153,0
57,1828,1,-1,-1,0
41,304,2,-1,172,0
30,0,1,-1,168,0
28,0,21,-1,110,0
35,0,1,-1,173,0
45,113,2,-1,97,0
45,42,5,-1,183,0
37,0,1,-1,165,0
43,10273,2,-1,103,0
53,1103,6,-1,119,0
40,116,4,-1,99,0
58,258,1,-1,91,0
37,1572,3,-1,189,0
47,125,2,-1,133,0
36,11,2,-1,91,0
42,479,2,-1,174,0
35,608,1,-1,169,0
52,-1,6,-1,112,0
39,3047,1,370,191,0
32,2853,1,-1,287,0
29,25,1,343,188,0
34,610,3,-1,193,0
36,904,8,-1,151,0
49,1158,3,-1,188,0
43,1756,1,-1,154,0
34,1005,3,-1,126,0
54,397,1,-1,191,0
35,-468,8,-1,111,0
24,39,3,-1,151,0
41,1018,1,-1,116,0
42,166,3,-1,195,0
30,1317,2,-1,181,0
30,-1,1,-1,174,0
37,676,2,-1,0,0
37,-302,3,-1,154,0
45,377,23,-1,82,0
34,889,7,-1,125,0
39,1661,1,-1,133,0
32,1942,9,-1,172,0
53,652,1,-1,166,0
42,325,4,-1,174,0
59,133,1,-1,132,0
58,541,1,-1,194,0
45,196,1,-1,289,0
33,6513,1,343,311,0
37,494,2,269,289,0
49,825,1,-1,124,0
30,218,1,-1,168,0
50,358,3,367,187,0
29,0,1,-1,197,0
39,1577,15,-1,167,0
47,1660,2,-1,103,0
58,1894,6,-1,99,0
48,323,10,-1,82,0
32,440,3,-1,105,0
41,22,1,-1,188,0
48,440,1,312,212,0
44,-375,4,-1,196,0
44,349,1,-1,162,0
36,664,3,-1,88,0
37,131,2,-1,1,0
32,354,2,133,259,0
44,1593,3,-1,173,0
51,468,4,-1,172,0
38,167,2,-1,225,0
48,161,1,-1,212,0
36,185,2,-1,215,0
55,2383,2,63,105,1
32,905,4,-1,279,0
35,1891,3,270,288,0
54,555,11,-1,111,0
30,255,1,-1,295,0
24,2984,1,-1,175,0
43,1211,3,-1,196,0
28,448,2,346,191,0
46,68,3,-1,83,0
58,0,2,-1,89,0
45,5346,1,-1,28,0
45,222,11,-1,85,0
28,123,1,-1,193,0
19,88,1,-1,71,0
49,1842,2,-1,193,0
33,499,3,-1,215,0
33,-132,6,-1,184,0
42,273,1,-1,159,0
56,212,1,-1,124,0
28,131,14,-1,179,0
39,573,1,-1,195,0
28,17,1,-1,123,0
59,6237,1,169,194,0
42,153,1,-1,186,0
59,204,2,-1,118,0
31,113,3,-1,197,0
34,468,2,-1,89,0
33,99,2,-1,0,0
56,828,1,349,188,0
36,1619,2,-1,-3,0
41,994,4,-1,88,0
34,0,4,-1,110,0
56,0,2,-1,125,0
42,5774,2,-1,187,0
38,494,1,104,1,0
38,8,1,-1,195,0
53,4736,5,-1,168,0
31,-253,4,-1,98,0
44,0,3,-1,90,0
43,24,2,-1,189,0
30,74,5,-1,98,0
43,128,1,-1,288,0
44,2276,1,-1,154,0
48,1245,1,134,36,0
40,32,1,-1,195,0
36,195,2,-1,194,0
52,9687,3,174,-1,0
35,181,4,301,184,0
61,89,2,95,-6,0
55,708,2,-1,189,0
50,-437,1,-1,154,0
31,-759,2,-1,190,0
33,1233,1,-1,188,0
42,1491,2,334,196,0
52,36,1,-1,191,0
47,311,1,301,190,0
40,3131,1,-1,117,0
37,1085,4,-1,85,0
61,4243,1,182,202,1
59,3180,1,-1,165,0
41,5517,1,-1,131,0
45,644,1,-1,167,0
32,944,1,-1,167,0
38,2398,33,-1,110,0
27,338,1,-1,134,0
36,-534,1,-1,287,0
55,991,2,-1,130,0
45,3395,1,-1,188,0
64,846,3,-1,96,0
34,1974,1,342,119,1
54,6242,1,-1,195,0
34,124,4,366,188,0
37,298,6,-1,110,0
38,776,2,-1,181,0
30,445,1,-1,175,0
41,6116,1,-1,72,0
43,1625,1,-1,120,0
41,850,2,-1,165,0
47,699,1,-1,194,0
57,806,1,-1,173,0
43,1109,2,-1,188,0
40,1200,2,156,-3,0
30,396,3,348,189,0
33,1454,2,-1,212,0
29,265,1,184,-7,0
38,2885,10,-1,151,0
41,3947,2,-1,112,0
77,1208,4,-1,204,0
41,402,1,204,287,0
35,-68,4,-1,187,0
29,246,1,265,293,0
30,401,1,-1,-1,0
47,328,2,-1,97,0
31,2304,2,-1,-2,0
42,2,1,-1,197,0
36,324,4,-1,92,0
36,23,11,-1,84,0
38,7005,1,412,134,0
28,5549,6,-1,113,0
39,0,1,-1,202,0
55,496,4,-1,113,0
50,2242,2,-1,1,0
34,-75,1,-1,288,0
58,826,1,-1,159,0
34,1,2,-1,132,0
53,20,2,-1,103,0
41,2453,1,-1,187,0
47,12839,1,171,195,0
21,524,1,-1,176,0
48,4006,4,-1,116,0
58,96,1,-1,-3,0
54,-69,2,-1,176,0
24,7,3,-1,172,0
34,484,1,-1,41,0
33,72,1,-1,196,0
36,6699,3,-1,212,0
32,1966,4,-1,103,0
41,2067,4,-1,151,0
27,140,1,-1,116,0
44,294,2,-1,183,0
56,1922,2,-1,117,0
34,368,4,-1,-2,0
29,698,1,-1,283,0
33,49,3,-1,85,0
32,0,1,-1,196,0
34,100,2,-1,90,0
33,-349,1,-1,196,0
48,-480,2,355,184,0
37,474,1,322,218,0
52,0,1,-1,1,0
39,518,2,-1,167,0
31,1127,1,349,189,0
31,10122,1,-1,116,0
47,1127,6,-1,99,0
29,1288,1,-1,288,0
32,473,2,361,191,0
32,4110,3,-1,176,0
46,375,1,-1,132,0
44,1356,2,134,0,0
37,3051,4,-1,188,0
46,2278,5,-1,98,0
45,88,2,-1,81,0
29,163,2,-1,293,0
24,139,4,-1,70,0
51,137,2,-1,96,0
47,206,3,-1,99,0
29,2,5,-1,211,0
34,705,3,-1,183,0
33,88,2,-1,193,0
23,0,4,-1,173,0
56,306,1,-1,133,0
49,51,4,-1,90,0
36,51,3,-1,127,0
33,1326,2,-1,134,0
33,1897,1,-1,169,0
42,-247,1,166,28,0
27,-266,6,-1,131,0
34,568,1,-1,116,0
59,3735,3,91,154,1
45,490,3,-1,286,0
23,2530,3,364,184,0
35,422,1,-1,155,0
31,0,1,-1,197,0
53,3911,2,-1,172,0
40,947,1,-1,165,0
36,466,1,-1,82,0
40,752,1,157,-3,0
39,51,2,-1,90,0
31,-701,3,-1,175,0
33,0,1,-1,186,0
58,25,3,-1,162,0
50,1064,2,-1,102,0
43,98,4,-1,151,0
31,3194,2,-1,99,0
31,701,2,-1,179,0
32,931,1,-1,168,0
57,753,8,-1,120,0
29,31,1,-1,197,0
45,907,8,-1,92,0
49,-287,1,-1,176,0
48,957,5,-1,84,0
46,1844,1,-1,152,0
25,2140,1,-1,48,0
36,42,4,-1,194,0
50,106,2,-1,98,0
54,2227,3,-1,169,0
53,476,1,-1,294,0
45,523,2,-1,197,0
50,1463,1,-1,183,0
43,13,1,-1,140,0
37,4954,4,356,188,0
35,314,1,-1,169,0
39,72,6,-1,195,0
26,-401,1,-1,137,0
54,0,6,-1,190,0
37,1175,2,-1,155,0
34,89,2,-1,181,0
35,5057,10,-1,167,0
33,2665,2,-1,179,0
78,2735,2,-1,265,0
35,1659,3,215,288,0
50,9202,7,-1,92,0
29,183,1,343,196,0
39,602,7,-1,182,0
38,0,4,-1,172,0
49,3840,4,-1,187,0
32,1464,2,-1,96,0
35,1417,3,-1,188,0
34,-240,6,-1,191,0
27,385,7,-1,110,0
30,0,3,-1,111,0
37,342,2,175,190,0
54,1814,1,-1,189,0
33,99,3,-1,110,0
33,224,2,92,56,1
37,0,2,-1,98,0
32,2693,1,-1,181,0
52,2816,3,-1,151,0
58,4656,6,-1,110,0
35,1374,1,-1,187,0
64,43,1,-1,-22,0
